Country Name,"Time","Adolescent fertility rate (births per 1,000 women ages 15-19)","Annual freshwater withdrawals, total (% of internal resources)","Births attended by skilled health staff (% of total)","CO2 emissions (metric tons per capita)","Contraceptive prevalence, any methods (% of women ages 15-49)","Electric power consumption (kWh per capita)","Energy use (kg of oil equivalent per capita)","External debt stocks, total (DOD, current US$)","Fertility rate, total (births per woman)","Foreign direct investment, net inflows (BoP, current US$)","Forest area (sq. km)","GNI per capita, Atlas method (current US$)","GNI per capita, PPP (current international $)","GNI, Atlas method (current US$)","GNI, PPP (current international $)","High-technology exports (% of manufactured exports)","Immunization, measles (% of children ages 12-23 months)","Income share held by lowest 20%","Life expectancy at birth, total (years)","Mobile cellular subscriptions (per 100 people)","Mortality rate, under-5 (per 1,000 live births)","Net barter terms of trade index (2000 = 100)","Net migration","Net official development assistance and official aid received (current US$)","Personal remittances, received (current US$)","Population density (people per sq. km of land area)","Population growth (annual %)","Population, total","Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population)","Poverty headcount ratio at national poverty lines (% of population)","Prevalence of HIV, total (% of population ages 15-49)","Prevalence of underweight, weight for age (% of children under 5)","Primary completion rate, total (% of relevant age group)","School enrollment, primary (% gross)","School enrollment, primary and secondary (gross), gender parity index (GPI)","School enrollment, secondary (% gross)","Statistical Capacity score (Overall average)","Surface area (sq. km)","Terrestrial and marine protected areas (% of total territorial area)","Time required to start a business (days)","Total debt service (% of exports of goods, services and primary income)","Urban population growth (annual %)","GDP (current US$)"
Chile,"1960","81.7476","","","1.65878637499862","","","","","4.697","","","","","","","","","","57.219","0","157.1","","","13010000","","","2.0830130315694","8132990","","","","","","","","","","","","","","3.40965446084696","4110000000"
Chile,"1961","82.2448","","","1.74301281664527","","","","","4.655","","","","","","","","","","57.616","","148.4","","","117040000","","11.168060891795","2.07859364236168","8303811","","","","","","","","","","756096.015625","","","","3.2859778885321","4609727272.72727"
Chile,"1962","82.742","","","1.97303175914489","","","","","4.602","","","580","","4886472636.91019","","","","","58.031","","141.9","","-146900","132880000","","11.4008497868598","2.06298969785899","8476897","","","","","","","","","","756096.015625","","","","3.18540342732052","5416272727.27273"
Chile,"1963","83.124","","","2.00637393448409","","","","","4.536","","","630","","5478801317.20794","","","","","58.467","","135.6","","","141890000","","11.6341820344408","2.02595967998818","8650387","","","","","","","","","","756096.015625","","","","3.1216971751146","5668187500"
Chile,"1964","83.506","","","1.98649683547389","","","","","4.457","","","670","","5881557692.68474","","","","","58.927","","126.9","","","131960000","","11.8647988643731","1.96284456024937","8821858","","","","","","","","","","756096.015625","","","","3.03258992331615","5982347826.08696"
Chile,"1965","83.888","","","1.97634750119054","","","","","4.364","","","670","","5992120668.80364","","","","","59.415","0","115.5","","","112850000","","12.0904286865584","1.88381842117001","8989621","","","","","","","","","","756096.015625","","","","2.9227374774815","6026593750"
Chile,"1966","84.27","","","2.05328256441386","","","","","4.259","","","750","","6857700632.29738","","","","","59.931","","103.8","","","135080000","","12.3099525175971","1.79939610235578","9152844","","","","","","","","","","756096.015625","","","","2.81380613049495","7072641025.64103"
Chile,"1967","84.652","","","2.06817950203472","","","","","4.144","","","760","","7097401107.56157","","","","","60.474","","94","","-196500","102300000","","12.5241342788485","1.72494421619437","9312095","","","","","","","","","","756096.015625","","","","2.71277755047934","7013196078.43137"
Chile,"1968","84.2054","","","2.24151900258162","","","","","4.025","","","780","","7416617930.29362","","","","","61.044","","86.7","","","84860000","","12.7349523652415","1.66928428355353","9468845","","","","","","","","","","756096.015625","","","","2.63256022165528","7167086956.52174"
Chile,"1969","83.7588","","","2.34337515500796","","","","","3.902","","","830","","7941283957.07515","","","","","61.637","","82.1","","","95150000","","12.9453898358868","1.6389359570277","9625312","","","","","","","","","","756096.015625","","","","2.57289096918331","8377093023.25582"
Chile,"1970","83.3122","","","2.52109824929312","","","","","3.778","","","880","","8627704656.39923","","","","","62.254","0","79.9","","","72360000","","13.1576496893522","1.62635873784844","9783134","","","","","81.9272766113281","120.91674041748","1.01710999011993","45.5704803466797","","756096.015625","","","","2.53440153084539","9126309734.51328"
Chile,"1971","82.8656","","","2.72515407493337","","761.259964192922","875.408426682137","","3.654","","","1060","","10499359431.528","","","","","62.895","","78.8","","","47900000","","13.3722914173376","1.6181446507564","9942727","","","","","89.559211730957","127.645652770996","1.00759994983673","52.3238105773926","","756096.015625","","","","2.48640093085827","10884114754.0984"
Chile,"1972","82.419","","","2.79026183940614","","787.832228157797","874.767831978744","","3.53","","","1150","","11570477241.9461","","","","","63.555","","77.7","","-161260","49700000","","13.5887541832113","1.60577909590203","10103674","","","","","93.9423370361328","127.856330871582","1.00560998916626","57.0385093688965","","756096.015625","","","","2.45217818540539","11853817307.6923"
Chile,"1973","81.3184","","","2.69367890308713","","757.854041792436","828.036975874038","","3.409","","","1360","","13966996451.0467","","","","","64.231","","75.5","","","48730000","","13.8068416269054","1.59216869956503","10265829","","","","","94.9685363769531","127.746757507324","1.01112997531891","60.3814811706543","","756096.015625","","","","2.41331814424639","16836261173.1844"
Chile,"1974","80.2178","","","2.48878403819884","","800.571647854336","809.22556942804","","3.293","","","1650","","17241620732.9862","","","","","64.917","","71.1","","","23600000","","14.0260238452235","1.57502108108594","10428798","","","","","92.8227691650391","126.602348327637","1.01540005207062","61.165599822998","","756096.015625","","","","2.37406581494093","16210404183.5358"
Chile,"1975","79.1172","","","2.17271761477457","","731.191042706749","720.547374618202","","3.182","50000000","","1150","","12173141179.1333","","","","","65.609","0","64.4","","","126910000","","14.2459323268059","1.55569650291248","10592307","","","","","92.4491500854492","122.993850708008","1.01216995716095","60.1349983215332","","756096.015625","","","","2.33436578643859","7622217352.34216"
Chile,"1976","78.0166","","","2.24072365606452","","768.717466164439","751.302097132644","","3.078","-1000000","","1010","","10903845018.2","","","","","66.307","0","56.6","","","7300000","","14.467269126141","1.54173810198828","10756878","","","","","93.4191131591797","118.619918823242","1.02163004875183","60.2086791992188","","756096.015625","","","","2.29919461836562","10341925249.0421"
Chile,"1977","76.916","","","2.11571011369909","","793.845595521067","766.801012819174","","2.981","21000000","","1060","","11596121318.1659","","","","","67.005","0","48.8","","-148300","10600000","","14.690394684997","1.53050611864007","10922779","","","","","89.819221496582","117.018669128418","1.01452994346619","62.0514183044434","","756096.015625","","","","2.26594125892231","13962893421.5413"
Chile,"1978","74.0248","","","2.06941514532429","43","834.057388450799","782.229410419991","","2.892","181000000","","1360","","15123428122.0312","","","","","67.698","0","41.9","","","7160000","","14.9141725358587","1.51180803509265","11089165","","","","","","116.285568237305","1.01223003864288","63.1730308532715","","756096.015625","","","","2.22689570574889","15989933708.1491"
Chile,"1979","71.1336","","","2.20902103150483","","876.420062165051","815.066037594191","","2.812","244000000","","1790","","20129305385.9297","","","","","68.378","0","36.7","","","-27890000","","15.1370439025723","1.48330403519433","11254877","","","","","","116.747840881348","1.0147500038147","64.581298828125","","756096.015625","","","","2.17844948175692","21803696985.2349"
Chile,"1980","68.2424","","","2.21252824592087","","902.766077362736","830.028299338981","","2.744","213000000","","2300","","26307350359.9345","","","94","","69.033","0","33","243.3333333","","-10550000","","15.3582462087103","1.45075639556459","11419348","","","","","","114.637481689453","1.01216995716095","63.8737983703613","","756096.015625","","","","2.12756228348972","29036709871.7949"
